"dir_out","id","n_indivs","n_iterations","prob_survival_parent_1","prob_survival_parent_2","prob_survival_parent_3","prob_survival_parent_4","prob_survival_offspring_1","prob_survival_offspring_2","prob_survival_offspring_3","prob_survival_offspring_4","prob_gametes_1_0","prob_gametes_1_1","prob_gametes_2_0","prob_gametes_2_1","prob_gametes_2_2","prob_gametes_3_0","prob_gametes_3_1","prob_gametes_3_2","prob_gametes_3_3","prob_gametes_4_0","prob_gametes_4_1","prob_gametes_4_2","prob_gametes_4_3","prob_gametes_4_4","prob_apomixis_1","prob_apomixis_2","prob_apomixis_3","prob_apomixis_4","n_points_to_average","num_gametes_per_parent","num_offspring_per_apomixis","progress","set_seed","save_plot","save_time_series","counts_all_mean_1","counts_all_mean_2","counts_all_mean_3","counts_all_mean_4","counts_all_sd_1","counts_all_sd_2","counts_all_sd_3","counts_all_sd_4","counts_gametes_mean_0","counts_gametes_mean_1","counts_gametes_mean_2","counts_gametes_mean_3","counts_gametes_mean_4","counts_offspring_sexual_mean_1","counts_offspring_sexual_mean_2","counts_offspring_sexual_mean_3","counts_offspring_sexual_mean_4","counts_offspring_asexual_mean_1","counts_offspring_asexual_mean_2","counts_offspring_asexual_mean_3","counts_offspring_asexual_mean_4","counts_parent_survived_mean_1","counts_parent_survived_mean_2","counts_parent_survived_mean_3","counts_parent_survived_mean_4"
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",1,484,100,0,0,0,0,0,0.762412909651175,0.479480901034549,0,0,0,0.205446526571826,0.0681040520580813,0.151948805428733,0.0798645200271248,0.0201642613493608,0.200966585293328,0.168740253640716,0,0,0,0,0,0,0.0852386080659926,0.328446246217936,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,320.65,163.35,0,0,25.1150510545705,25.1150510545705,0,82.0108304785988,39.0077927437178,38.5613318726088,90.3332281348517,0,48.7954646296257,60.8773356841444,36.586451331779,48.0896914218903,0,26.419440609242,82.509632611497,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",2,256,100,0,0,0,0,0,0.527433021226898,0.620744614396244,0,0,0,0.000751748838352051,0.0421701110467265,0.0948253547563435,0.00763557613535031,0.0131716528322318,0.000399689926510731,0.00917963937412638,0,0,0,0,0,0,0.536795116961002,0.118536627152935,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,138.6,117.4,0,0,13.5778457325469,13.5778457325469,0,39.9479925060466,29.5455046006201,102.954397160766,48.4582022821839,0,38.6507983168047,26.9504418477596,45.5578290689283,39.1387208999503,0,80.5049197581313,23.7799119116601,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",3,688,100,0,0,0,0,0,0.473028084728867,0.706758924061432,0,0,0,0.0195280304089559,0.185353791999577,0.453990933301502,0.0295367951447594,0.176611066480421,0.171357030262107,0.180103899506871,0,0,0,0,0,0,0.385713281808421,0.345813421998173,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,139.05,548.95,0,0,26.9706955982346,26.9706955982346,0,17.2581025974224,40.3583944180142,103.24197432807,77.718452729946,0,16.4748612325439,25.7503704623325,44.9462837290541,46.4175556625315,0,105.094581461803,94.1694301721496,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",4,499,100,0,0,0,0,0,0.0424316639546305,0.910501876845956,0,0,0,0.085153601043768,0.113928849243574,0.0044525698312372,0.194518456702211,0.107840808475195,0.16786018285533,0.150497011317924,0,0,0,0,0,0,0.137123795691878,0.414255357347429,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,7.25,491.75,0,0,4.12788973740948,4.12788973740948,0,25.897774746918,31.0923920293255,29.4405735069997,25.8577077992536,0,22.0606818618674,37.0300020609178,33.3980774738213,28.0930783758487,0,7.69466664234664,32.8743621110817,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",5,228,100,0,0,0,0,0,0.917982057668269,0.856649657711387,0,0,0,0.182790774099926,0.00964964628786111,0.128130376806008,0.323619314710627,0.208251433861897,0.165085798350737,0.0780675062517416,0,0,0,0,0,0,0.128072442254052,0.736292224610224,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,79.15,148.85,0,0,19.9374680333022,19.9374680333022,0,29.4044393354401,39.5078606435679,31.9376036407835,18.4170258756745,0,33.1279417760263,39.8231617344268,28.3439402230604,13.6018574582955,0,27.6201204311563,145.600851284382,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",6,355,100,0,0,0,0,0,0.223635543137789,0.795934457797557,0,0,0,0.574023298813132,0.0943454331105189,0.0405421582327523,0.0178701743216126,0.00496872748465314,0.00402791938180247,0.0128673777565749,0,0,0,0,0,0,0.201675209216774,0.770949429133907,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,8.55,346.45,0,0,4.69574275274956,4.69574275274956,0,36.79083839047,20.1872158607998,14.7562653954533,39.7940752003691,0,24.6427100355204,21.0485028846284,34.991540331012,21.9580341369143,0,10.4684991132545,43.0726131085635,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",7,979,100,0,0,0,0,0,0.354790096636862,0.776374338194728,0,0,0,0.133225079166607,0.173710854936194,0.0586743815944666,0.0149184902676397,0.0201212183255322,0.015881996093258,0.015611921836439,0,0,0,0,0,0,0.276632252149284,0.874500402715057,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,83.35,895.65,0,0,12.6627302285923,12.6627302285923,0,51.4098853897718,53.923215389058,38.7154260021289,55.6756584816778,0,39.1182754436364,41.920821355955,44.884031857549,47.1156471941787,0,39.0593003952762,117.314422319724,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",8,353,100,0,0,0,0,0,0.782985009253025,0.485126436688006,0,0,0,0.0461644972956187,0.0530520355240068,0.0140402941771777,0.118057252837354,0.0489546271314081,0.0157100044547546,0.126486050695531,0,0,0,0,0,0,0.405664445599541,0.440537069225684,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,258.8,94.2,0,0,21.6177315134931,21.6177315134931,0,33.4940686029474,68.855225693212,18.1980334391558,99.905534328553,0,79.3052065722906,63.7308485164883,57.0240946304372,57.4607188479775,0,94.7837427765798,98.0580386677626,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",9,59,100,0,0,0,0,0,0.172444863477722,0.918947180267423,0,0,0,0.0996529462350205,0.0175504165790804,0.0127531077554949,0.230797139900238,0.0356907058705187,0.0576703231638331,0.373614434081757,0,0,0,0,0,0,0.143127577845007,0.651679230853915,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,0.7,58.3,0,0,1.26074330623269,1.26074330623269,0,12.2940935754575,5.21410031599538,5.15649819976799,14.1807875959731,0,3.63136917777071,4.34196172011539,13.1024304695933,7.24314558011482,0,2.0384462607326,14.2181314931989,0,0,0,0,0
"output,triploid_fertility=1,apomixis=1,haploid_tetraploid=0,offspring_survival_variation=1,parent_survival=0",10,841,100,0,0,0,0,0,0.160528782755136,0.758552869781852,0,0,0,0.142183910887455,0.117923862222418,0.0343614865694447,0.0540678756881229,0.193139964544828,0.211792421716352,0.24230089366257,0,0,0,0,0,0,0.435395628912374,0.83397633722052,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0,20.35,820.65,0,0,8.24158262778007,8.24158262778007,0,52.2341640570311,44.3830218842628,56.7050540771697,48.9223606178305,0,38.8008070995817,45.39649882164,48.6630466089327,50.127705334528,0,46.7597161307848,81.8718350131537,0,0,0,0,0
