"dir_out","id","n_indivs","n_iterations","prob_survival_parent_1","prob_survival_parent_2","prob_survival_parent_3","prob_survival_parent_4","prob_survival_offspring_1","prob_survival_offspring_2","prob_survival_offspring_3","prob_survival_offspring_4","prob_gametes_1_0","prob_gametes_1_1","prob_gametes_2_0","prob_gametes_2_1","prob_gametes_2_2","prob_gametes_3_0","prob_gametes_3_1","prob_gametes_3_2","prob_gametes_3_3","prob_gametes_4_0","prob_gametes_4_1","prob_gametes_4_2","prob_gametes_4_3","prob_gametes_4_4","prob_apomixis_1","prob_apomixis_2","prob_apomixis_3","prob_apomixis_4","n_points_to_average","num_gametes_per_parent","num_offspring_per_apomixis","progress","set_seed","save_plot","save_time_series","counts_all_mean_1","counts_all_mean_2","counts_all_mean_3","counts_all_mean_4","counts_all_sd_1","counts_all_sd_2","counts_all_sd_3","counts_all_sd_4","counts_gametes_mean_0","counts_gametes_mean_1","counts_gametes_mean_2","counts_gametes_mean_3","counts_gametes_mean_4","counts_offspring_sexual_mean_1","counts_offspring_sexual_mean_2","counts_offspring_sexual_mean_3","counts_offspring_sexual_mean_4","counts_offspring_asexual_mean_1","counts_offspring_asexual_mean_2","counts_offspring_asexual_mean_3","counts_offspring_asexual_mean_4","counts_parent_survived_mean_1","counts_parent_survived_mean_2","counts_parent_survived_mean_3","counts_parent_survived_mean_4"
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",1,286,100,0,0.99673324287869,0.413498930865899,0,1,1,1,1,0,0,0.150674400000041,0.0167356037711975,0.0240327233400415,0.486388965028667,0.235281039188611,0.203774907941071,0.0603507305565979,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,0.25,285.6,0,0.15,0.550119604220181,0.680557047378721,0,0.489360484929593,26.6601910997218,19.7443529568383,17.4413302244984,0,0,28.2821777617525,25.0331884967894,8.82863165173999,6.0793005137797,0,0,0,0,0,1.63514042532326,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",2,220,100,0,0.425091978628188,0.28519876813516,0,1,1,1,1,0,0,0.0794808184796703,0.201280966875161,0.0275018191743704,0.0731081516624614,0.142649073073253,0.218816139309303,0.135189187646365,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,37.6,95.1,61.1,26.2,9.74085265910104,16.616098725095,12.1521061635638,8.64869932417586,29.275461253052,91.1696509983333,40.5364033925063,27.0290292288242,0,47.3933983854958,68.4753317088101,32.8288624616558,33.6074474828986,0,0,0,0,0,6.90747116495877,5.35944812555606,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",3,86,100,0,0.843740442534909,0.234287336235866,0,1,1,1,1,0,0,0.172199764247212,0.0371392019026639,0.162361096499448,0.280991333364788,0.247949993867183,0.279586485816372,0.142547015112584,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,3,73.85,4.15,5,2.84697438658916,6.61954840246913,3.03098038681598,2.84697438658916,30.1644614876862,8.53152050371229,24.9915775286079,4.65069321375008,0,10.2046171180655,27.2143537977954,10.7030492457942,14.3617730909449,0,0,0,0,0,7.27287679272138,0.911909506128991,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",4,64,100,0,0.260786026250571,0.433630185900256,0,1,1,1,1,0,0,0.498801339959968,0.209833868437784,0.148407999690973,0.0434080483658145,0.0300358152639628,0.0102961477072146,0.0124821322832607,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,24.4,24.45,10,5.15,9.17892322546318,6.03912681035752,6.39078283648865,4.49883025732362,54.0715899720478,29.8545156594971,18.1452473116241,7.59431920652051,0,31.0930691210826,25.083597072694,17.3220273518704,5.31532045872564,0,0,0,0,0,3.30868076747404,2.60111312204683,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",5,616,100,0,0.288966686930507,0.223270124290138,0,1,1,1,1,0,0,0.254542283406163,0.214690863366084,0.021502326106194,0.083935149713949,0.23504894332657,0.123729943989095,0.232304853265563,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,178.3,205.2,149.45,83.05,18.9572927225493,14.8947182443626,16.8725095628175,15.8959610891373,72.3247609925645,74.6172514270414,38.6905401194768,60.4769638614137,0,63.3914322618643,47.9369102928115,48.558022807229,56.9406662560618,0,0,0,0,0,7.54268554714817,5.57154424402767,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",6,898,100,0,0.880671124439687,0.344503684202209,0,1,1,1,1,0,0,0.0820553706902972,0.16112763187839,0.133709355030303,0.111337765378606,0.171804783904758,0.145316421940404,0.129588586258728,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,46.9,697.25,114,39.85,8.08442296869987,14.1973867128315,13.2585622781737,10.6833613870502,30.7818726560053,78.1408141889068,50.3717496012868,35.0597610103843,0,41.9321193308775,68.0928932067302,61.1824493238311,40.4500992126817,0,0,0,0,0,13.6435834156959,5.1717858057979,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",7,835,100,0,0.0814291390124708,0.861709599616006,0,1,1,1,1,0,0,0.13026999364859,0.00450333361515023,0.274184671237397,0.15825037820948,0.0753129808073259,0.119376097854869,0.163756618105842,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,31.15,75.8,672.8,55.25,9.20683384631678,21.9031360407831,36.2920899022595,17.0937815717018,75.3563289696989,56.9482452019283,83.3507964158585,129.110672639692,0,36.3276029603125,50.3318200074581,70.6085577040958,44.5443303734724,0,0,0,0,0,2.30502882731146,38.1099172063347,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",8,91,100,0,0.503180503612384,0.39044877118431,0,1,1,1,1,0,0,0.0686702696240154,0.266478041773919,0.259855672539269,0.269546637400054,0.177799574407954,0.147763935974291,0.232850517089782,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,9.15,37.25,30.15,14.45,5.33385414123783,7.35473352767848,9.24676330285075,6.74712414370199,26.9253842273323,35.1531985517826,31.6084598935492,28.1564706968978,0,16.6018388328395,24.9074074798728,30.0358995729759,20.6072930370728,0,0,0,0,0,5.43768526605132,5.47338055837908,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",9,369,100,0,0.783823077799752,0.496007815701887,0,1,1,1,1,0,0,0.0131947523397756,0.00884456438791219,0.099584980734716,0.0152550462177545,0.0269758302797822,0.0315636903319175,0.0114981589943654,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,6.35,191.7,67.7,103.25,4.80432918807282,14.2389384583631,7.84789613107937,10.4220161702346,23.7351615696385,24.2128173973164,95.0491701007542,12.6574296883605,0,9.17605579756357,31.4847916503057,35.0516911522337,87.4055731090776,0,0,0,0,0,11.7530511156174,5.68909390621074,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",10,713,100,0,0.273092534625903,0.903933597961441,0,1,1,1,1,0,0,0.0347819188280057,0.140014363251358,0.277442615946462,0.0287699132509547,0.031981696120552,0.0355049713139019,0.0250246773779823,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,25.1,58.65,586.1,43.15,6.86639413528328,8.38089933624134,9.82960083785598,9.74017723820152,38.914041573434,46.2725336287203,63.3557001132661,38.136044560715,0,29.4419589594242,48.3512096403411,45.7497771061582,39.1895192756001,0,0,0,0,0,3.70632460872805,10.3866057471808,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=0,offspring_survival_variation=0,parent_survival=1",11,431,100,0,0.0340778161771595,0.429159781429917,0,1,1,1,1,0,0,0.236869692480551,0.127122715220551,0.158347320494118,0.0345967632208887,0.0433411572225,0.0144433673045551,0.0272653888352718,0,0,0,0,0,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,98.95,99.8,173,59.25,20.4024637315151,13.4930781475072,12.0699714385046,13.7338421810006,53.5063941088008,47.56853781097,47.0574956275495,27.989236653061,0,36.2277517933421,42.017383620542,31.6581659873754,25.6414549221825,0,0,0,0,0,1.5183093090325,8.95544527089525,0
