"counts_all_1","counts_all_2","counts_all_3","counts_all_4","counts_gametes_0","counts_gametes_1","counts_gametes_2","counts_gametes_3","counts_gametes_4","counts_offspring_sexual_1","counts_offspring_sexual_2","counts_offspring_sexual_3","counts_offspring_sexual_4","counts_offspring_asexual_1","counts_offspring_asexual_2","counts_offspring_asexual_3","counts_offspring_asexual_4","counts_offspring_survived_1","counts_offspring_survived_2","counts_offspring_survived_3","counts_offspring_survived_4","counts_parent_survived_1","counts_parent_survived_2","counts_parent_survived_3","counts_parent_survived_4"
9,901,38,1,2108,6176,1206,0,0,2719,4627,1529,154,0,2680,0,0,20.2370916754478,58.04531085353,36.2328767123288,0.484720758693361,0,834,0,0
27,849,72,1,2019,6120,1287,61,3,2599,4488,1699,250,62,2534,144,9,19.0031612223393,61.5595363540569,45.5005268703899,0.936775553213909,5,792,24,1
39,814,96,0,1972,6161,1234,120,3,2502,4584,1629,317,161,2401,250,10,28.113804004215,66.6174920969441,48.5879873551106,1.68071654373024,15,738,50,1
43,779,124,3,1798,6205,1326,161,0,2366,4519,1820,384,256,2313,336,0,20.8640674394099,63.5405690200211,64.4889357218124,1.10642781875659,23,712,64,0
59,757,130,3,1766,6074,1445,199,6,2265,4411,1940,454,274,2213,471,25,25.7671232876712,72.2560590094837,69.7334035827187,3.24341412012645,23,684,71,0
56,733,158,2,1739,6147,1353,244,7,2269,4499,1859,474,369,2230,441,24,27.5268703898841,74.0126448893572,68.5437302423604,2.91675447839831,33,657,85,1
51,697,199,2,1723,6098,1414,246,9,2221,4425,1922,523,328,2103,518,15,24.6153846153846,61.3698630136986,71.3171759747102,2.69757639620653,31,650,108,0
62,674,210,3,1590,6014,1553,327,6,1986,4377,2020,694,320,2015,674,13,20.3298208640674,69.0094836670179,83.9304531085353,3.73024236037935,33,610,128,1
56,644,244,5,1628,5885,1611,359,7,1999,4230,2100,732,383,1939,725,27,27.4762908324552,64.9104320337197,79.6628029504742,2.9504741833509,39,583,151,1
61,621,264,3,1543,5857,1686,387,17,1895,4151,2222,779,363,1819,857,38,21.3614330874605,64.6564805057956,90.7860906217071,4.19599578503688,34,568,166,0
61,605,282,1,1513,5859,1718,393,7,1882,4144,2245,802,363,1798,937,22,25.3593256059009,65.6122233930453,94.9968387776607,5.03161222339305,34,548,176,0
43,582,318,6,1464,5884,1700,440,2,1786,4207,2249,846,380,1760,1039,7,17.9315068493151,63.2528977871444,101.874604847208,3.94099051633298,41,519,202,0
38,573,331,7,1487,5606,1860,518,19,1778,3955,2270,998,286,1720,1074,45,20.7534246575342,62.8767123287671,105,6.36986301369863,26,505,219,4
47,587,308,7,1465,5624,1847,535,19,1722,3911,2333,1020,233,1647,1118,61,23.5100105374078,63.1169652265543,108.018967334036,6.35405690200211,23,504,219,2
38,576,331,4,1448,5661,1854,506,21,1746,3937,2357,948,289,1648,1061,59,15.2581664910432,53.9757639620653,107.379346680717,4.38672286617492,30,520,218,0
54,565,327,3,1515,5629,1824,509,13,1826,3901,2303,999,211,1709,1148,30,25.0368809272919,51.3256059009484,114.335089567966,7.30242360379347,20,508,223,0
51,541,352,5,1429,5666,1840,547,8,1754,3856,2376,1025,332,1629,1128,26,23.2349841938883,58.1981032665964,120.379346680717,8.18756585879873,26,495,218,0
