"dir_out","id","n_indivs","n_iterations","prob_survival_parent_1","prob_survival_parent_2","prob_survival_parent_3","prob_survival_parent_4","prob_survival_offspring_1","prob_survival_offspring_2","prob_survival_offspring_3","prob_survival_offspring_4","prob_gametes_1_0","prob_gametes_1_1","prob_gametes_2_0","prob_gametes_2_1","prob_gametes_2_2","prob_gametes_3_0","prob_gametes_3_1","prob_gametes_3_2","prob_gametes_3_3","prob_gametes_4_0","prob_gametes_4_1","prob_gametes_4_2","prob_gametes_4_3","prob_gametes_4_4","prob_apomixis_1","prob_apomixis_2","prob_apomixis_3","prob_apomixis_4","n_points_to_average","num_gametes_per_parent","num_offspring_per_apomixis","progress","set_seed","save_plot","save_time_series","counts_all_mean_1","counts_all_mean_2","counts_all_mean_3","counts_all_mean_4","counts_all_sd_1","counts_all_sd_2","counts_all_sd_3","counts_all_sd_4","counts_gametes_mean_0","counts_gametes_mean_1","counts_gametes_mean_2","counts_gametes_mean_3","counts_gametes_mean_4","counts_offspring_sexual_mean_1","counts_offspring_sexual_mean_2","counts_offspring_sexual_mean_3","counts_offspring_sexual_mean_4","counts_offspring_asexual_mean_1","counts_offspring_asexual_mean_2","counts_offspring_asexual_mean_3","counts_offspring_asexual_mean_4","counts_parent_survived_mean_1","counts_parent_survived_mean_2","counts_parent_survived_mean_3","counts_parent_survived_mean_4"
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",1,150,100,0,0,0,0,1,1,1,1,0.112247804666855,0.0671078758100191,0.0756407289192218,0.156476458968418,0.20529068219082,0.214343999033307,0.0893272439761704,0.239847176251484,0.170878870994913,0.0310064537148202,0.167510231947604,0.145313812396565,0.0513670385208468,0.188340062957686,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,39.85,49.05,34.1,27,15.3700837240469,11.6369420834097,13.3688561885254,12.6324561098949,72.5747527508162,33.5801868274794,60.6274212755772,32.4155177264483,39.1341821241522,55.5717648867802,32.9937793179898,33.5825769363253,39.3144877541145,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",2,277,100,0,0,0,0,1,1,1,1,0.407654885267771,0.127595271850072,0.2230198816369,0.184471379590545,0.183809414418026,0.0106876068896677,0.166296581567188,0.308472038178993,0.189462525993461,0.239440799844126,0.0575517390679747,0.262965720695296,0.0764683169931264,0.227906060450597,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,60.15,85.35,74.6,56.9,17.7446062968886,11.4030236064134,14.1547834577871,13.4473632711907,102.219719490085,34.7387240319563,59.5738153359696,37.156107382091,35.4850227857509,52.1145246952376,30.8875720195544,43.2624791853536,42.2129937590935,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",3,301,100,0,0,0,0,1,1,1,1,0.404807521014323,0.167166252869332,0.154239823642213,0.172483911221309,0.0883718835968054,0.0367900780953518,0.0336353449051831,0.0106100155712942,0.0429541192755516,0.0468371379321045,0.160967139234204,0.146712279176479,0.135390541375474,0.0599120643971936,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,130.4,79.9,62.7,28,22.2696394695842,13.7951173665864,14.4189203187303,13.014162326198,111.409817199478,31.1063963637198,40.9351219678935,66.0926582434404,13.4747326894685,68.0342599453819,31.7466948134597,68.114918375222,54.7318823663906,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",4,826,100,0,0,0,0,1,1,1,1,0.0527848348977087,0.0228344032982321,0.110491558072487,0.151049014005538,0.171051886944974,0.0950693007170166,0.113250214080747,0.155388236074854,0.162507407763133,0.0146375845452803,0.107996788848562,0.141214720308593,0.0518027580935423,0.090246050295987,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,160.5,238.15,231.5,195.85,19.1984100218852,22.7417422838547,21.5882521659107,26.5910056024094,120.996509301541,42.6213438005939,63.4114384501392,58.8407976975517,63.6065206852584,65.9149970955417,69.3161331566431,44.1495961714857,59.6735637491705,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",5,846,100,0,0,0,0,1,1,1,1,0.105501690484418,0.167163506778123,0.411371252890947,0.348526215342268,0.238550078036529,0.00061746059902454,0.1571852646903,0.250903336945993,0.375444652750708,0.00192091909644055,0.00182093781420607,0.00118351915860248,0.00125451840263271,0.00132926608215468,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,175.4,236.05,242,192.55,25.7301788812895,25.6545368922905,26.1875824329817,23.8757198844349,120.95884467563,94.2485376125554,70.5364967121351,132.117919817268,42.86561006583,111.299311957016,82.7029560981252,52.4158222395932,75.5694173730701,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",6,338,100,0,0,0,0,1,1,1,1,0.268118029588735,0.152941953495243,0.123657445824926,0.131821891747418,0.0249090072054037,0.0415344824139444,0.0225837455776424,0.0203021006169717,0.052646446393027,0.036875320778772,0.0320355546104642,0.0524690760142011,0.0456806793934321,0.00824878371281441,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,136.45,89.85,73.45,38.25,21.9915653687595,20.3166382424279,18.8441670439143,12.8221641986383,85.1600814565381,63.4066865144114,45.4775826788957,89.5411695960667,6.39489928318697,106.998721094177,30.8105843057732,77.2727738530679,61.1883201789017,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",7,604,100,0,0,0,0,1,1,1,1,0.142307577370432,0.601386119895849,0.178595943568686,0.303468192888226,0.419439361044923,0.0795969030437915,0.182005535996514,0.0465304773933623,0.063921596644515,0.0148522670254224,0.00577059937080883,0.0103634291685182,0.00127898577447595,0.0180094537445782,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,138.2,216.7,165.95,83.15,18.0601334727247,29.2000360490044,26.6507134297712,20.7422147728783,31.072749950297,121.961555633862,110.118166195754,45.7860872915964,74.8150526649762,48.6080998231884,85.4358947121358,69.5256673542414,36.349328524892,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",8,487,100,0,0,0,0,1,1,1,1,0.446104563437971,0.104361715828431,0.0337058649573693,0.0300099261391892,0.0266492764934695,0.00817835727512877,0.0169592581151064,0.0153936257328677,0.0146480139601005,0.0774305562025715,0.0365009382750264,0.0853397899227453,0.0160850290934603,0.073163630337685,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,148.5,157.45,102,79.05,20.635942073556,19.3267608307892,18.1398079256355,17.2458232929783,119.881641191372,61.3740901958507,60.0744056194176,42.0281860309558,48.9774384148887,55.1901974515116,48.5358250758084,67.7719861392829,52.8320078421366,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",9,647,100,0,0,0,0,1,1,1,1,0.255675430008179,0.455174271418745,0.0984608678340191,0.0561182247892575,0.00810568326564325,0.360703187354208,0.00801512631745771,0.209970252247705,0.392090773863523,0.125025995990981,0.0493219483705739,0.0239570317127007,0.175109100891846,0.169929854470437,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,193.3,133.9,160.9,158.9,32.0872166708833,27.391700625516,28.2598841581415,24.1419050397306,101.048763632115,204.690851619808,62.8410484350878,163.599028436183,76.6743626953419,195.881784973005,79.7937472817461,99.056536222609,73.9014991657637,0,0,0,0,0,0,0,0
"output,triploid_fertility=1,apomixis=0,haploid_tetraploid=1,offspring_survival_variation=0,parent_survival=0",10,43,100,0,0,0,0,1,1,1,1,0.131977232586684,0.0483582832905484,0.282442514365549,0.372294313808662,0.0839836007228562,0.0503562203581452,0.131224978028167,0.00479093427647832,0.302936625277517,0.0891785802229195,0.204751323084639,0.119560792258898,0.146992603172531,0.0479040082920927,0,0,0,0,20,10,10,FALSE,TRUE,TRUE,TRUE,13.55,9.8,12.2,7.45,6.06521575092454,6.61417934599997,5.80018148536388,3.73426523456828,34.2773133504701,16.2994187820173,11.3364804711905,32.3655112085299,3.79611990271507,20.5535884944698,17.8528340666272,12.0956712570198,22.6276495976889,0,0,0,0,0,0,0,0
